STATE,District Name,Market Name,Commodity,Variety,Grade,Min_Price,Max_Price,Modal_Price,Price Date
Tamilnadu,thanjavur,Kumbakonam (Uzhavar Sandhai ),Onion,Bellary,Local,2400,3000,3000.0,5/28/2025
Uttar Pradesh,jhansi,Jhansi,Potato,Desi,FAQ,1200,1260,1230.0,5/28/2025
Maharashtra,nagpur,Kamthi,Potato,Local,Local,1500,2500,2000.0,5/28/2025
Tamilnadu,namakkal,Mohanur(Uzhavar Sandhai ),Onion,Bellary,Local,2600,3000,3000.0,5/28/2025
West Bengal,alipurduar,Alipurduar,Potato,Jyoti,FAQ,1100,1250,1150.0,5/28/2025
Madhya Pradesh,shajapur,Shajapur,Onion,Medium,Non-FAQ,151,1039,987.0,5/28/2025
Uttar Pradesh,barabanki,Safdarganj,Potato,Desi,FAQ,1150,1250,1200.0,5/28/2025
Kerala,malappuram,Kottakkal,Onion,Other,FAQ,2000,2200,2100.0,5/28/2025
Haryana,kaithal,Cheeka,Potato,Other,Non-FAQ,600,700,650.0,5/28/2025
Uttar Pradesh,muzaffarnagar,Muzzafarnagar,Potato,Desi,Non-FAQ,900,1000,950.0,5/28/2025
Punjab,gurdaspur,F.G.Churian,Potato,Potato,FAQ,1100,1200,1150.0,5/28/2025
Haryana,jind,Jind,Onion,Other,FAQ,700,1100,800.0,5/28/2025
Uttar Pradesh,agra,Khairagarh,Onion,Red,FAQ,1500,1600,1550.0,5/28/2025
Maharashtra,satara,Karad,Onion,Other,Local,500,1400,1400.0,5/28/2025
West Bengal,nadia,Chakdah,Onion,Other,FAQ,1300,1400,1350.0,5/28/2025
Himachal Pradesh,kullu,Kullu,Potato,Other,FAQ,1200,1400,1300.0,5/28/2025
Kerala,kollam,Kottarakkara,Potato,Other,FAQ,3500,3700,3700.0,5/28/2025
Haryana,kaithal,Siwan,Potato,Other,FAQ,800,900,900.0,5/28/2025
Uttar Pradesh,bulandshahar,Buland Shahr,Potato,F.A.Q.,FAQ,1050,1250,1150.0,5/28/2025
Jammu & Kashmir,kathua,Kathua,Onion,Other,FAQ,1000,1200,1100.0,5/28/2025
Uttar Pradesh,fatehpur,Fatehpur,Potato,Desi,FAQ,1150,1330,1245.0,5/28/2025
Uttar Pradesh,mirzapur,Ahirora,Potato,Badshah,Non-FAQ,1000,1200,1100.0,5/28/2025
Madhya Pradesh,mandsaur,Mandsaur,Onion,Onion,Non-FAQ,50,910,50.0,5/28/2025
Kerala,alappuzha,Chengannur,Potato,Potato,FAQ,3300,3600,3400.0,5/28/2025
Tamilnadu,vellore,Katpadi (Uzhavar Sandhai ),Onion,Bellary,Local,2600,2600,2600.0,5/28/2025
Haryana,sirsa,Rania,Potato,Other,FAQ,1100,1400,1230.0,5/28/2025
Maharashtra,nashik,Manmad,Onion,Other,Local,315,1500,1300.0,5/28/2025
Uttar Pradesh,sonbhadra,Dudhi,Onion,Onion,FAQ,1200,1400,1300.0,5/28/2025
Uttar Pradesh,bijnor,Kiratpur,Potato,Potato,Non-FAQ,800,900,850.0,5/28/2025
Tamilnadu,salem,Thathakapatti(Uzhavar Sandhai ),Onion,Bellary,Local,3000,3400,3400.0,5/28/2025
Kerala,kottayam,Ettumanoor,Onion,Onion,FAQ,5400,5600,5500.0,5/28/2025
Haryana,mewat,FerozpurZirkha(Nagina),Potato,Other,FAQ,1200,1600,1400.0,5/28/2025
Uttar Pradesh,maharajganj,Gadaura,Potato,Red,FAQ,1000,1200,1100.0,5/28/2025
Rajasthan,bikaner,Bikaner (F&V),Potato,Other,FAQ,1100,1300,1200.0,5/28/2025
Kerala,malappuram,Thirurrangadi,Onion,Other,FAQ,2300,2300,2300.0,5/28/2025
Haryana,kaithal,Dhand,Onion,Other,FAQ,1100,2000,1800.0,5/28/2025
Punjab,hoshiarpur,Garh Shankar(Mahalpur),Onion,Onion,FAQ,600,1000,900.0,5/28/2025
Uttar Pradesh,amroha,Dhanaura,Onion,Medium,Non-FAQ,1000,1500,1200.0,5/28/2025
Uttar Pradesh,fatehpur,Khaga,Potato,Desi,FAQ,1140,1300,1230.0,5/28/2025
Punjab,nawanshahr,Nawan Shahar(Subzi Mandi),Onion,Other,FAQ,1200,1300,1250.0,5/28/2025
Uttar Pradesh,agra,Agra,Potato,Desi,FAQ,1050,1340,1190.0,5/28/2025
Uttar Pradesh,agra,Agra,Onion,Red,FAQ,900,1200,1100.0,5/28/2025
Maharashtra,nashik,Lasalgaon(Vinchur),Onion,Other,Local,500,1625,1350.0,5/28/2025
Tamilnadu,kancheepuram,Padappai(Uzhavar Sandhai ),Potato,(Red Nanital),Local,2000,3000,3000.0,5/28/2025
West Bengal,paschim bardhaman,Durgapur,Potato,Jyoti,Non-FAQ,1200,1300,1240.0,5/28/2025
Haryana,mewat,Nuh,Potato,Other,Non-FAQ,1000,1000,1000.0,5/28/2025
Kerala,kottayam,Pala,Onion,Big,FAQ,2200,3000,2400.0,5/28/2025
Uttar Pradesh,ghaziabad,Noida,Potato,Desi,FAQ,1070,1200,1120.0,5/28/2025
Uttar Pradesh,baghpat,Khekda,Potato,Potato,FAQ,1100,1300,1200.0,5/28/2025
Orissa,bhadrak,Chandabali,Onion,Other,FAQ,2100,2500,2260.0,5/28/2025
Uttar Pradesh,shravasti,Payagpur,Onion,Red,FAQ,1000,1200,1100.0,5/28/2025
Tamilnadu,dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,2500,2800,2800.0,5/28/2025
Tamilnadu,salem,Jalagandapuram(Uzhavar Sandhai ),Onion,Bellary,Local,2500,3000,3000.0,5/28/2025
Uttar Pradesh,aligarh,Aligarh,Potato,Desi,FAQ,1200,1350,1260.0,5/28/2025
Uttar Pradesh,badaun,Badayoun,Onion,Nasik,FAQ,1140,1270,1200.0,5/28/2025
Kerala,ernakulam,Aluva,Potato,Potato,FAQ,3000,4000,3500.0,5/28/2025
Uttar Pradesh,bulandshahar,Jahangirabad,Onion,Red,FAQ,1090,1280,1185.0,5/28/2025
Uttar Pradesh,balrampur,Balrampur,Potato,Desi,FAQ,1165,1385,1270.0,5/28/2025
West Bengal,nadia,Bethuadahari,Onion,Local,FAQ,1300,1500,1400.0,5/28/2025
Uttar Pradesh,aligarh,Charra,Potato,Desi,FAQ,1000,1200,1100.0,5/28/2025
Chandigarh,chandigarh,Chandigarh(Grain/Fruit),Potato,Other,FAQ,300,1000,700.0,5/28/2025
Tamilnadu,madurai,Anna nagar(Uzhavar Sandhai ),Onion,Bellary,Local,2500,3000,3000.0,5/28/2025
Tamilnadu,sivaganga,Devakottai (Uzhavar Sandhai ),Potato,(Red Nanital),Local,3600,3800,3800.0,5/28/2025
Maharashtra,nashik,Yeola,Onion,Other,Local,300,1469,1050.0,5/28/2025
Tamilnadu,coimbatore,Sundarapuram(Uzhavar Sandhai ),Potato,(Red Nanital),Local,3600,5800,5800.0,5/28/2025
Uttar Pradesh,ambedkarnagar,Akbarpur,Potato,Desi,FAQ,1200,1250,1230.0,5/28/2025
Punjab,hoshiarpur,GarhShankar (Kotfatuhi),Potato,Other,Non-FAQ,700,1000,800.0,5/28/2025
Madhya Pradesh,shajapur,Soyatkalan,Onion,Onion,FAQ,100,1055,205.0,5/28/2025
Tamilnadu,sivaganga,Devakottai (Uzhavar Sandhai ),Onion,Bellary,Local,2600,3200,3200.0,5/28/2025
Madhya Pradesh,ratlam,Jaora,Onion,Onion,FAQ,191,1200,500.0,5/28/2025
Madhya Pradesh,ratlam,Jaora,Onion,Onion,Non-FAQ,500,500,500.0,5/28/2025
Himachal Pradesh,mandi,Dhanotu (Mandi),Onion,Other,FAQ,1400,1600,1500.0,5/28/2025
Rajasthan,sikar,Sikar,Potato,Other,FAQ,1000,1100,1050.0,5/28/2025
Haryana,kurukshetra,Babain,Onion,Local,FAQ,840,1000,900.0,5/28/2025
Uttar Pradesh,aligarh,Atrauli,Potato,Desi,FAQ,900,1000,950.0,5/28/2025
Uttar Pradesh,kaushambi,Bharwari,Potato,Desi,FAQ,800,1000,900.0,5/28/2025
Bihar,bhojpur,Aarah,Potato,Jyoti,FAQ,1500,1700,1600.0,5/28/2025
Uttar Pradesh,unnao,Unnao,Onion,Red,FAQ,1075,1200,1125.0,5/28/2025
Uttar Pradesh,shravasti,Payagpur,Potato,Red,FAQ,1000,1200,1100.0,5/28/2025
Rajasthan,ajmer,Ajmer(F&V),Potato,Other,FAQ,700,1500,1100.0,5/28/2025
Tamilnadu,salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,2500,3000,3000.0,5/28/2025
Uttar Pradesh,badaun,Ujhani,Onion,Red,Non-FAQ,1100,1150,1120.0,5/28/2025
Gujarat,anand,"Anand(Veg,Yard,Anand)",Onion,Onion,FAQ,750,1250,1000.0,5/28/2025
Uttar Pradesh,firozabad,Tundla,Onion,Red,FAQ,1100,1150,1120.0,5/28/2025
Rajasthan,churu,Churu,Potato,(Red Nanital),Non-FAQ,1200,1400,1300.0,5/28/2025
Uttar Pradesh,mainpuri,Mainpuri,Potato,Local,FAQ,1065,1250,1175.0,5/28/2025
Madhya Pradesh,shajapur,Shajapur,Potato,Potato,FAQ,620,1013,1013.0,5/28/2025
Haryana,kurukshetra,Shahabad,Potato,Potato,Non-FAQ,800,910,900.0,5/28/2025
Himachal Pradesh,chamba,Chamba,Onion,Other,FAQ,1800,2000,1900.0,5/28/2025
Orissa,ganjam,Hinjilicut,Onion,Other,FAQ,1400,2400,2000.0,5/28/2025
Gujarat,kheda,Nadiyad(Chaklasi),Potato,Potato,FAQ,1400,1500,1450.0,5/28/2025
Uttar Pradesh,auraiya,Achalda,Potato,Badshah,FAQ,1100,1300,1210.0,5/28/2025
West Bengal,alipurduar,Falakata,Potato,Jyoti,FAQ,1100,1250,1150.0,5/28/2025
Bihar,araria,Forbesganj,Potato,Jyoti,FAQ,1100,1500,1300.0,5/28/2025
Tamilnadu,coimbatore,Udumalpet,Onion,Bellary,Local,2200,2800,2800.0,5/28/2025
Uttar Pradesh,maharajganj,Nautnava,Onion,Red,FAQ,1200,1400,1300.0,5/28/2025
Punjab,nawanshahr,Nawan Shahar(Subzi Mandi),Potato,Other,FAQ,700,800,750.0,5/28/2025
Uttar Pradesh,basti,Basti,Onion,Red,FAQ,1125,1225,1175.0,5/28/2025
Tamilnadu,nagapattinam,Mayiladuthurai(Uzhavar Sandhai ),Potato,(Red Nanital),Local,4000,4000,4000.0,5/28/2025
Tamilnadu,coimbatore,Pollachi(Uzhavar Sandhai ),Onion,Bellary,Local,2000,2600,2600.0,5/28/2025
Himachal Pradesh,kangra,Palampur,Potato,Other,FAQ,1200,1500,1400.0,5/28/2025
Chattisgarh,rajnandgaon,Gandai,Potato,Potato,Non-FAQ,1000,1600,1300.0,5/28/2025
Madhya Pradesh,dhar,Badnawar,Onion,Onion,FAQ,200,1000,500.0,5/28/2025
Punjab,hoshiarpur,Tanda Urmur,Onion,Other,FAQ,1400,2000,1600.0,5/28/2025
Uttar Pradesh,auraiya,Dibiapur,Potato,Desi,Non-FAQ,900,1100,1000.0,5/28/2025
Uttar Pradesh,hardoi,Madhoganj,Onion,Red,FAQ,1150,1200,1180.0,5/28/2025
Punjab,muktsar,Muktsar,Potato,Other,FAQ,1000,1300,1100.0,5/28/2025
Punjab,patiala,Ghanaur,Potato,Other,FAQ,700,900,800.0,5/28/2025
Uttar Pradesh,bulandshahar,Anoop Shahar,Onion,Red,FAQ,800,1200,1000.0,5/28/2025
Orissa,kendrapara,Gopa,Potato,Potato,Non-FAQ,1700,1800,1800.0,5/28/2025
Tamilnadu,salem,Sooramangalam(Uzhavar Sandhai ),Onion,Bellary,Local,3000,3400,3400.0,5/28/2025
Tamilnadu,virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Onion,Bellary,Local,2500,3000,3000.0,5/28/2025
Kerala,alappuzha,Harippad,Onion,Other,FAQ,5000,5500,5000.0,5/28/2025
Punjab,kapurthala,Bhulath,Potato,Potato,FAQ,1100,1200,1175.0,5/28/2025
Uttar Pradesh,bijnor,Nagina,Potato,Other,FAQ,1000,1500,1200.0,5/28/2025
Uttar Pradesh,deoria,Devariya,Onion,Red,FAQ,1240,1255,1245.0,5/28/2025
Madhya Pradesh,indore,Indore,Onion,Onion,Non-FAQ,294,1098,991.0,5/28/2025
Gujarat,kheda,Nadiyad(Piplag),Potato,Potato,FAQ,1300,1550,1400.0,5/28/2025
Gujarat,kheda,Nadiad,Potato,Other,FAQ,1400,1500,1450.0,5/28/2025
Punjab,jalandhar,Bilga,Potato,Other,FAQ,1300,1500,1400.0,5/28/2025
Haryana,karnal,Indri,Onion,Other,FAQ,1500,1500,1500.0,5/28/2025
Tamilnadu,dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,2500,2800,2800.0,5/28/2025
Uttar Pradesh,badaun,Bilsi,Potato,Local,FAQ,1100,1150,1120.0,5/28/2025
Assam,lakhimpur,Golagokarnath,Potato,Badshah,Non-FAQ,950,1050,1010.0,5/28/2025
Uttar Pradesh,amroha,Amroha,Potato,Kufri Megha,FAQ,1060,1200,1140.0,5/28/2025
Uttar Pradesh,amroha,Hasanpur,Onion,Nasik,FAQ,950,1200,1000.0,5/28/2025
Tamilnadu,dharmapuri,Harur(Uzhavar Sandhai ),Onion,Bellary,Local,2400,2600,2600.0,5/28/2025
Uttar Pradesh,prayagraj,Sirsa,Onion,Red,Non-FAQ,950,1050,1000.0,5/28/2025
Maharashtra,jalgaon,Bhusaval,Onion,Other,Local,800,1200,1000.0,5/28/2025
West Bengal,hooghly,Pandua,Onion,Dry F.A.Q.,FAQ,1200,1350,1300.0,5/28/2025
Gujarat,navsari,Bilimora,Potato,Other,FAQ,1500,2000,1800.0,5/28/2025
Uttar Pradesh,sambhal,Muradabad,Potato,Desi,FAQ,1150,1170,1160.0,5/28/2025
Uttar Pradesh,mathura,Mathura,Potato,Desi,FAQ,1080,1240,1160.0,5/28/2025
Gujarat,ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana),Potato,Chips,FAQ,1500,2000,1850.0,5/28/2025
Kerala,ernakulam,Aluva,Onion,Big,FAQ,1900,2500,2200.0,5/28/2025
Gujarat,surat,Surat,Potato,Other,FAQ,700,2000,1350.0,5/28/2025
Kerala,ernakulam,Perumbavoor,Onion,Onion,FAQ,1600,2600,2000.0,5/28/2025
West Bengal,nadia,Karimpur,Onion,Nasik,FAQ,2200,2400,2300.0,5/28/2025
Punjab,sangrur,Ahmedgarh,Potato,Other,FAQ,1200,1300,1200.0,5/28/2025
Uttar Pradesh,maharajganj,Anandnagar,Potato,Red,FAQ,1000,1200,1100.0,5/28/2025
Tamilnadu,madurai,Usilampatty,Onion,Bellary,Local,2800,3000,3000.0,5/28/2025
West Bengal,bankura,Bishnupur(Bankura),Potato,Jyoti,FAQ,1170,1300,1200.0,5/28/2025
Maharashtra,akola,Akola,Onion,Other,Local,500,1400,1000.0,5/28/2025
Maharashtra,nagpur,Nagpur,Potato,Local,Local,1000,1800,1600.0,5/28/2025
Uttar Pradesh,etah,Awagarh,Onion,Red,Non-FAQ,1300,1500,1400.0,5/28/2025
Madhya Pradesh,mandsaur,Sitmau,Onion,Onion,FAQ,400,420,420.0,5/28/2025
Haryana,kaithal,Siwan,Onion,Other,FAQ,1400,1550,1500.0,5/28/2025
Rajasthan,hanumangarh,Dablirathan,Onion,1st Sort,FAQ,1000,1200,1100.0,5/28/2025
Tamilnadu,the nilgiris,Gudalur(Uzhavar Sandhai ),Potato,(Red Nanital),Local,5000,5500,5500.0,5/28/2025
Tamilnadu,thirunelveli,NGO Colony(Uzhavar Sandhai ),Onion,Bellary,Local,2200,2600,2600.0,5/28/2025
Uttar Pradesh,sambhal,Chandausi,Potato,Potato,FAQ,1100,1200,1150.0,5/28/2025
Uttar Pradesh,bulandshahar,Gulavati,Potato,Desi,FAQ,800,1000,900.0,5/28/2025
Punjab,gurdaspur,Gurdaspur,Potato,Other,FAQ,600,700,650.0,5/28/2025
West Bengal,jalpaiguri,Belacoba,Potato,Jyoti,FAQ,1210,1250,1230.0,5/28/2025
Chhattisgarh,bilaspur,Bilaspur,Onion,Other,Non-FAQ,1500,1900,1600.0,5/28/2025
Tamilnadu,salem,Mettur(Uzhavar Sandhai ),Potato,(Red Nanital),Local,3500,4000,4000.0,5/28/2025
West Bengal,nadia,Chakdah,Potato,Jyoti,FAQ,1450,1480,1470.0,5/28/2025
Jammu & Kashmir,jammu,Akhnoor,Onion,Other,Non-FAQ,1500,1800,1650.0,5/28/2025
Madhya Pradesh,ratlam,Ratlam,Onion,Onion,Non-FAQ,100,1445,400.0,5/28/2025
Uttar Pradesh,badaun,Bilsi,Onion,Red,Non-FAQ,1100,1150,1120.0,5/28/2025
West Bengal,birbhum,Birbhum,Onion,Other,FAQ,1800,2000,1900.0,5/28/2025
Uttar Pradesh,bahraich,Naanpara,Potato,Potato,FAQ,1500,1700,1600.0,5/28/2025
Haryana,bhiwani,Ch. Dadri,Potato,Other,FAQ,1000,1200,1100.0,5/28/2025
Maharashtra,nashik,Nasik,Potato,Other,Local,1450,2000,1700.0,5/28/2025
West Bengal,bankura,Bankura Sadar,Onion,Nasik,FAQ,1600,1800,1700.0,5/28/2025
Bihar,muzaffarpur,Bhagwanpur Mandi,Potato,Jyoti,FAQ,1800,2000,1900.0,5/28/2025
Tamilnadu,krishnagiri,Hosur(Uzhavar Sandhai ),Onion,Bellary,Local,2500,3000,3000.0,5/28/2025
Delhi,delhi,Azadpur,Potato,Potato,FAQ,300,1300,780.0,5/28/2025
Maharashtra,ahmednagar,Parner,Onion,Other,Local,200,2000,1300.0,5/28/2025
Rajasthan,baran,Baran,Onion,Other,Non-FAQ,400,800,600.0,5/28/2025
Madhya Pradesh,bhopal,Bhopal,Onion,Onion,FAQ,460,1100,900.0,5/28/2025
Punjab,hoshiarpur,Hoshiarpur,Onion,Other,FAQ,700,1000,800.0,5/28/2025
Madhya Pradesh,indore,Mhow(F&V),Potato,Potato,FAQ,1200,2200,1500.0,5/28/2025
Madhya Pradesh,ratlam,Ratlam,Onion,Onion-Organic,FAQ,179,411,411.0,5/28/2025
Kerala,kannur,Kannur,Onion,Other,FAQ,2400,2600,2500.0,5/28/2025
Jammu & Kashmir,jammu,Narwal Jammu (F&V),Onion,Other,FAQ,1300,1500,1400.0,5/28/2025
Kerala,ernakulam,Angamaly,Onion,Big,FAQ,2400,3200,3000.0,5/28/2025
Tamilnadu,virudhunagar,Rajapalayam(Uzhavar Sandhai ),Potato,(Red Nanital),Local,3000,3400,3400.0,5/28/2025
Punjab,patiala,Patiala,Potato,Potato,FAQ,800,1200,1000.0,5/28/2025
Haryana,gurgaon,Gurgaon,Potato,Other,FAQ,1000,1200,1100.0,5/28/2025
Punjab,amritsar,Amritsar(Amritsar Mewa Mandi),Potato,Potato,FAQ,200,700,400.0,5/28/2025
Maharashtra,nagpur,Nagpur,Onion,Red,Local,800,1400,1250.0,5/28/2025
Himachal Pradesh,kangra,Dharamshala,Potato,Other,FAQ,1800,2500,2150.0,5/28/2025
Madhya Pradesh,dewas,Dewas(F&V),Potato,Other,FAQ,1200,1800,1400.0,5/28/2025
West Bengal,nadia,Nadia,Potato,Jyoti,FAQ,1450,1500,1480.0,5/28/2025
Tamilnadu,villupuram,Ulundurpettai,Onion,Bellary,Local,2000,2500,2500.0,5/28/2025
Madhya Pradesh,ujjain,Ujjain,Onion,Onion,FAQ,170,1153,400.0,5/28/2025
Tamilnadu,vellore,Kahithapattarai(Uzhavar Sandhai ),Onion,Bellary,Local,2600,2600,2600.0,5/28/2025
Maharashtra,ahmednagar,Karjat,Onion,Local,Local,300,1400,1000.0,5/28/2025
Tamilnadu,madurai,Anaiyur(Uzhavar Sandhai ),Onion,Bellary,Local,2800,3000,3000.0,5/28/2025
Gujarat,bhavnagar,Palitana,Potato,Potato,FAQ,1900,2800,2350.0,5/28/2025
Uttar Pradesh,barabanki,Barabanki,Onion,Red,FAQ,1220,1320,1270.0,5/28/2025
Haryana,mewat,Nuh,Onion,Other,Non-FAQ,1000,1000,1000.0,5/28/2025
Uttar Pradesh,azamgarh,Azamgarh,Onion,Red,FAQ,1130,1240,1190.0,5/28/2025
Haryana,yamuna nagar,Mustafabad,Onion,Other,FAQ,1000,1200,1000.0,5/28/2025
Uttar Pradesh,balrampur,Panchpedwa,Potato,Potato,FAQ,2000,2200,2100.0,5/28/2025
Uttar Pradesh,bulandshahar,Siyana,Potato,Desi,FAQ,810,860,830.0,5/28/2025
Punjab,jalandhar,Bilga,Onion,Other,FAQ,1800,2000,1900.0,5/28/2025
Rajasthan,hanumangarh,Bhadara,Onion,1st Sort,FAQ,950,1000,996.0,5/28/2025
Gujarat,ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana),Potato,Jalander,FAQ,700,800,750.0,5/28/2025
Tamilnadu,krishnagiri,Kaveripattinam(Uzhavar Sandhai ),Potato,(Red Nanital),Local,4000,4000,4000.0,5/28/2025
Tamilnadu,virudhunagar,Sathur(Uzhavar Sandhai ),Onion,Bellary,Local,2500,3000,3000.0,5/28/2025
Tamilnadu,dindigul,Vedasanthur(Uzhavar Sandhai ),Onion,Bellary,Local,2400,2800,2800.0,5/28/2025
Tamilnadu,thiruvarur,Muthupettai(Uzhavar Sandhai ),Onion,Bellary,Local,4000,4000,4000.0,5/28/2025
Jammu & Kashmir,udhampur,Udhampur,Onion,Other,FAQ,1600,2000,1800.0,5/28/2025
Tamilnadu,thirunelveli,Palayamkottai(Uzhavar Sandhai ),Potato,(Red Nanital),Local,2800,3000,3000.0,5/28/2025
Uttar Pradesh,muzaffarnagar,Muzzafarnagar,Onion,Red,FAQ,1100,1400,1200.0,5/28/2025
Delhi,delhi,Azadpur,Onion,Onion,FAQ,500,1500,1063.0,5/28/2025
West Bengal,jalpaiguri,Dhupguri,Onion,Nasik,FAQ,1800,2000,1900.0,5/28/2025
West Bengal,kolkata,Bara Bazar (Posta Bazar),Onion,Other,FAQ,1450,1650,1580.0,5/28/2025
Uttar Pradesh,banda,Banda,Onion,Red,FAQ,1125,1280,1200.0,5/28/2025
Uttar Pradesh,banda,Atarra,Onion,Red,FAQ,1150,1300,1225.0,5/28/2025
Madhya Pradesh,neemuch,Neemuch,Onion,Onion,FAQ,252,852,852.0,5/28/2025
West Bengal,nadia,Karimpur,Potato,Jyoti,FAQ,1400,1420,1410.0,5/28/2025
Kerala,kollam,Punalur,Potato,Other,Non-FAQ,2300,2500,2400.0,5/28/2025
Madhya Pradesh,dhar,Badnawar,Onion,Onion-Organic,FAQ,400,510,510.0,5/28/2025
Uttar Pradesh,bulandshahar,Anoop Shahar,Potato,F.A.Q.,FAQ,800,1200,1000.0,5/28/2025
Kerala,ernakulam,Thrippunithura,Onion,Big,FAQ,2200,2500,2200.0,5/28/2025
 Punjab,fazilka,Jalalabad,Potato,Other,FAQ,800,1000,900.0,5/28/2025
Tamilnadu,villupuram,Tindivanam,Onion,Bellary,Local,2500,3000,3000.0,5/28/2025
Kerala,thiruvananthapuram,Aralamoodu,Potato,Potato,Non-FAQ,4000,5000,4500.0,5/28/2025
Uttar Pradesh,bijnor,Bijnaur,Onion,Red,FAQ,1185,1300,1215.0,5/28/2025
Madhya Pradesh,ujjain,Ujjain,Potato,Potato,FAQ,919,1554,1554.0,5/28/2025
Punjab,kapurthala,Phagwara,Potato,Other,FAQ,576,1103,1021.0,5/28/2025
Punjab,hoshiarpur,Garh Shankar(Mahalpur),Potato,Potato,FAQ,600,900,800.0,5/28/2025
Rajasthan,bikaner,Bikaner (F&V),Onion,Other,FAQ,700,900,800.0,5/28/2025
Uttar Pradesh,auraiya,Auraiya,Onion,Red,FAQ,1150,1350,1250.0,5/28/2025
Haryana,rohtak,Meham,Potato,Other,FAQ,800,800,800.0,5/28/2025
Uttar Pradesh,ghazipur,Gazipur,Potato,Desi,FAQ,1170,1200,1185.0,5/28/2025
Uttar Pradesh,ghaziabad,Ghaziabad,Potato,Desi,Non-FAQ,810,900,860.0,5/28/2025
Assam,lakhimpur,Golagokarnath,Potato,Badshah,FAQ,1200,1300,1250.0,5/28/2025
Karnataka,davangere,Davangere,Onion,Onion,FAQ,1000,2100,1600.0,5/28/2025
Orissa,bargarh,Bargarh(Barapalli),Onion,Other,FAQ,2000,2200,2100.0,5/28/2025
Madhya Pradesh,dhar,Badnawar,Onion,Onion,Non-FAQ,151,510,500.0,5/28/2025
Uttar Pradesh,badaun,Bilsi,Onion,Red,FAQ,1150,1250,1200.0,5/28/2025
Uttar Pradesh,unnao,Bangarmau,Onion,Red,FAQ,1090,1190,1140.0,5/28/2025
Uttar Pradesh,bahraich,Bahraich,Onion,Red,FAQ,1200,1350,1270.0,5/28/2025
Tamilnadu,ramanathapuram,Ramanathapuram(Uzhavar Sandhai ),Onion,Bellary,Local,2500,3000,3000.0,5/28/2025
Bihar,banka,Barahat,Onion,Medium,FAQ,2000,2500,2200.0,5/28/2025
Maharashtra,pune,Pune(Pimpri),Onion,Local,Local,500,1500,1000.0,5/28/2025
Orissa,khurda,Balugaon,Onion,Other,Non-FAQ,1800,2000,2000.0,5/28/2025
Tamilnadu,madurai,Thirumangalam(Uzhavar Sandhai ),Onion,Bellary,Local,2800,3000,3000.0,5/28/2025
Maharashtra,ahmednagar,Rahata,Potato,Other,Local,1600,1700,1650.0,5/28/2025
Rajasthan,ganganagar,Sriganganagar (F&V),Potato,Other,FAQ,900,1100,1000.0,5/28/2025
Tamilnadu,nagapattinam,Sirkali(Uzhavar Sandhai ),Potato,(Red Nanital),Local,4000,4000,4000.0,5/28/2025
Punjab,patiala,Rajpura,Potato,Other,Non-FAQ,450,550,500.0,5/28/2025
Uttar Pradesh,prayagraj,Allahabad,Potato,Chandermukhi,FAQ,1200,1275,1230.0,5/28/2025
Tamilnadu,sivaganga,Tirupatthur(Uzhavar Sandhai ),Potato,(Red Nanital),Local,3400,5500,5500.0,5/28/2025
Uttar Pradesh,etah,Etah,Potato,Desi,FAQ,1000,1400,1200.0,5/28/2025
Punjab,jalandhar,Phillaur(Apra Mandi),Potato,Other,FAQ,1500,1500,1500.0,5/28/2025
Madhya Pradesh,ujjain,Badnagar,Onion,Other,FAQ,150,200,200.0,5/28/2025
Madhya Pradesh,ujjain,Badnagar,Onion,Onion,FAQ,300,720,720.0,5/28/2025
Uttar Pradesh,badaun,Badayoun,Onion,Nasik,Non-FAQ,1050,1150,1100.0,5/28/2025
West Bengal,bankura,Bishnupur(Bankura),Onion,Nasik,Non-FAQ,1200,1500,1400.0,5/28/2025
Uttar Pradesh,jaunpur,Mugrabaadshahpur,Onion,Red,FAQ,1055,1255,1155.0,5/28/2025
Kerala,ernakulam,Angamaly,Potato,Potato,FAQ,3400,4000,3800.0,5/28/2025
Tamilnadu,madurai,Anna nagar(Uzhavar Sandhai ),Potato,(Red Nanital),Local,4000,5600,5600.0,5/28/2025
Haryana,bhiwani,Ch. Dadri,Onion,Other,FAQ,700,800,750.0,5/28/2025
West Bengal,nadia,Ranaghat,Potato,Jyoti,FAQ,1470,1500,1490.0,5/28/2025
Bihar,samastipur,Tajpur,Onion,Medium,FAQ,1400,1600,1500.0,5/28/2025
Uttar Pradesh,jhansi,Chirgaon,Onion,Red,FAQ,1100,1260,1140.0,5/28/2025
Kerala,idukki,Vandiperiyar,Onion,Big,FAQ,2600,2600,2600.0,5/28/2025
Uttar Pradesh,fatehpur,Bindki,Onion,Red,FAQ,1200,1270,1230.0,5/28/2025
Uttar Pradesh,bareilly,Bareilly,Onion,Red,FAQ,1200,1250,1230.0,5/28/2025
Uttar Pradesh,amroha,Amroha,Onion,Red,FAQ,1130,1270,1200.0,5/28/2025
Tamilnadu,vellore,Katpadi (Uzhavar Sandhai ),Potato,(Red Nanital),Local,2600,2800,2800.0,5/28/2025
